"","repeat_id","expt","analysis_type","true_base","b_base_lower","b_base_med","b_base_upper","b_base_error","true_sex","b_sex_p_value","b_sex_lower","b_sex_med","b_sex_upper","b_sex_error","true_cond","b_cond_p_value","b_cond_lower","b_cond_med","b_cond_upper","b_cond_error","true_sex_cond","b_sex_cond_p_value","b_sex_cond_lower","b_sex_cond_med","b_sex_cond_upper","b_sex_cond_error","pub_true","pub_method","pp_n","var_pop"
"1",1,1,"pp_linear",0,0.441317060316443,0.50712550851398,0.566827245001359,0.0322675594186928,0,NA,-0.0457915335347761,0.0394011364022133,0.119351904797708,0.0415376542068541,0,NA,-0.0745865510945244,0.0109577379304721,0.0940951700574144,0.0438089823098388,2,NA,0.167359869848233,0.280570705120356,0.390152326115979,0.0554101459324477,1,NA,0,0.577383705888775
"2",1,2,"pp_linear",0,0.44274851310532,0.506625990420871,0.570256380022097,0.0317025318471773,0,NA,-0.104137872412444,-0.0227574542735708,0.0572150820575115,0.0407133777483662,0,NA,-0.036122837704396,0.0378442826864898,0.111440383542975,0.0390884941831316,2,NA,0.245585888235214,0.331778391639203,0.416301721775332,0.0428823529476922,1,NA,1,0.577383705888775
"3",1,3,"pp_linear",0,0.428088442873716,0.48204742254924,0.538374365523182,0.0290389124463212,0,NA,-0.00509147695107263,0.0681750141343357,0.138612482975954,0.0370772885274071,0,NA,-0.0755478711236913,-0.00375323912057075,0.0643710617361321,0.0356946616811394,2,NA,0.274949593252382,0.343376411864791,0.411770170831317,0.0352021179983281,1,NA,1,0.577383705888775
"4",1,4,"pp_linear",0,0.392007575765503,0.459611782612023,0.525249981666238,0.0335401270720543,0,NA,-0.0734023905309738,0.00701632828179326,0.0894960629160665,0.0403804969370694,0,NA,-0.0163219115249042,0.0589642791103559,0.140523880795892,0.0394214292001607,2,NA,0.276000042351649,0.339054341446776,0.404042034020553,0.0322802217135181,1,NA,1,0.577383705888775
"5",1,5,"pp_linear",0,0.436279004654591,0.490353503478623,0.548858333396892,0.0285921095978759,0,NA,-0.0317212417710772,0.0387710843790888,0.106561583852183,0.0341062297214275,0,NA,-0.0825604074360137,-0.0172982675912219,0.0466861375266024,0.0340800681263692,2,NA,0.287314344047273,0.340033309146204,0.395997974777251,0.0278693434577966,1,NA,1,0.577383705888775
"6",1,6,"pp_linear",0,0.402027864885508,0.456298995789811,0.5121416681812,0.0289736256768529,0,NA,-0.00183095933153424,0.0642484736585988,0.129403752665654,0.0343764476614722,0,NA,-0.0537194231230467,0.0132838633758175,0.0861198419880561,0.0341217217814854,2,NA,0.279769727718314,0.329809387076976,0.379571500332092,0.0265242419137142,1,NA,1,0.577383705888775
"7",1,7,"pp_linear",0,0.427370171655752,0.481310917226276,0.534770153214045,0.0276431475548549,0,NA,-0.0240442014192002,0.0382724901664247,0.10433624165544,0.0322114496227102,0,NA,-0.0453853683927217,0.0208062209842014,0.0859267585809572,0.0334919653947563,2,NA,0.292952354421283,0.339689143389434,0.38981180215195,0.0244728350402449,1,NA,1,0.577383705888775
"8",1,8,"pp_linear",0,0.436917806271854,0.490582956894522,0.545360399641601,0.0276678997447948,0,NA,-0.110949226518071,-0.0461565107250933,0.0163555163952622,0.0333495386880019,0,NA,-0.0221301077026483,0.0451380742232145,0.109476821654058,0.0337016298264362,2,NA,0.302558502108478,0.345768607873613,0.386997708648896,0.0216171457978336,1,NA,1,0.577383705888775
"9",1,9,"pp_linear",0,0.409496180539865,0.478838408596658,0.542684499695143,0.0346411846584426,0,NA,-0.0808993442408219,-0.00659876205615245,0.0706577398013694,0.0392288709570616,0,NA,-0.0723066220144157,0.00756531614412608,0.0863870777934519,0.0400734413624751,2,NA,0.31654646359191,0.356830010255896,0.398272845125072,0.0210856786387541,1,NA,1,0.577383705888775
"10",1,10,"pp_linear",0,0.429652810241286,0.488616722573382,0.545470615397799,0.0300630605735519,0,NA,-0.0636726283016226,0.00403885240911085,0.0728927208995198,0.0351827324174291,0,NA,-0.0916044220618647,-0.023525312925515,0.0447265193623093,0.0353097329087826,2,NA,0.326670214054925,0.365834840028709,0.407164144870457,0.0204182753993049,1,NA,1,0.577383705888775
"11",1,11,"pp_linear",0,0.418076509415899,0.471922186273942,0.525163965179552,0.026626571797026,0,NA,-0.00412652907111218,0.056398612168691,0.116807095546401,0.0310260125587474,0,NA,-0.103623993449467,-0.042844151990545,0.0170884313142149,0.0306563493994619,2,NA,0.332954264882319,0.369954779966754,0.409680701780419,0.019961070931163,1,NA,1,0.577383705888775
"12",1,12,"pp_linear",0,0.422144663900553,0.477180393356182,0.533076026163569,0.0287908880971865,0,NA,-0.093413736262769,-0.0253763333285635,0.0432917136107969,0.0340827069786137,0,NA,-0.0472572647404513,0.0169520059202628,0.0823673868379587,0.0333350887626449,2,NA,0.335469606865238,0.374003620773582,0.411617184008026,0.0193116447070908,1,NA,1,0.577383705888775
"13",1,13,"pp_linear",0,0.429772156153551,0.492792281688617,0.556356238940522,0.032155111136683,0,NA,-0.0568885086858193,0.0164101168169256,0.0849522530311056,0.0359555915957086,0,NA,-0.0676477018128612,-0.00206540931542944,0.0653911139757637,0.0352649989537047,2,NA,0.333027011910368,0.369228558975554,0.406247869430254,0.0193059896369532,1,NA,1,0.577383705888775
"14",1,14,"pp_linear",0,0.404038590340932,0.461620991162584,0.518910494235372,0.0301275772385003,0,NA,-0.029102778482267,0.0349401571257933,0.09955170143139,0.0327595202464816,0,NA,-0.0652048297070688,0.00112663291801514,0.0659941957105695,0.034163940979443,2,NA,0.340448758788298,0.375218313364679,0.410928252594528,0.0181918285406933,1,NA,1,0.577383705888775
"15",1,15,"pp_linear",0,0.459309303926888,0.518601447683556,0.578512309012236,0.0302750129515511,0,NA,-0.0624041113009214,0.00920929297704097,0.0822032714946839,0.0366222979735746,0,NA,-0.111601305758704,-0.0405643323916275,0.0302758911116763,0.0367180555134359,2,NA,0.340690538463603,0.376622627543374,0.412110073985614,0.0184902243189372,1,NA,1,0.577383705888775
"16",1,16,"pp_linear",0,0.460601717873329,0.513115209392571,0.567146868531187,0.0278286411657725,0,NA,-0.0671069298509064,-0.00231542913080485,0.0638652668748084,0.0324664024857047,0,NA,-0.0445857675764047,0.0228324917887224,0.0883318467757903,0.032568110050367,2,NA,0.339603876517719,0.371206816688715,0.405639256064756,0.0174519649039234,1,NA,1,0.577383705888775
"17",1,17,"pp_linear",0,0.433008727061506,0.491827717010994,0.558931676464875,0.0325768846683074,0,NA,-0.118480841331187,-0.0494538375628353,0.0260550448434199,0.0370356382089164,0,NA,-0.0519763331454311,0.0301356783123635,0.103586673288984,0.0383111233787602,2,NA,0.339170310688771,0.36953075182115,0.399656311385558,0.0159308999744141,1,NA,1,0.577383705888775
"18",1,18,"pp_linear",0,0.466427834737795,0.520407131702477,0.575939603080128,0.0285933005376911,0,NA,-0.075724911385191,-0.00902728124798106,0.0549743710171966,0.0330923257656296,0,NA,-0.0697380778342943,-0.00796226365661695,0.0591021909612092,0.0323814500866545,2,NA,0.336036375694782,0.366340720661808,0.397017419841855,0.0158605398404431,1,NA,1,0.577383705888775
"19",1,19,"pp_linear",0,0.442509932865996,0.494620531536223,0.545488754791672,0.0261774375918134,0,NA,-0.0725460749978539,-0.0117384826553018,0.0486567394833505,0.0303381509429368,0,NA,-0.0695717072225014,-0.00714808344002621,0.0552349997578064,0.0314639590390893,2,NA,0.339221142014103,0.369261266438338,0.397395620865382,0.0153375614830851,1,NA,1,0.577383705888775
"20",1,20,"pp_linear",0,0.413011406814573,0.476013741896771,0.534639902694556,0.0307295032930032,0,NA,-0.032455791584859,0.039256636097491,0.108059503195427,0.0359932615331208,0,NA,-0.0997611908621645,-0.0270666282199364,0.0474460568509072,0.0367741287664754,2,NA,0.340969011317193,0.369294484225624,0.400154984306251,0.0153881806345194,1,NA,1,0.577383705888775
"21",1,21,"pp_linear",0,0.464233463118306,0.525569288296609,0.587423436027251,0.0319002965025027,0,NA,-0.108447914195743,-0.0342032059197736,0.0390653480062811,0.0371314343093012,0,NA,-0.0830348323801225,-0.0137607523488184,0.0598987548521237,0.0361795483487169,2,NA,0.33724612830083,0.367637844272782,0.396625928192944,0.0153534315286914,1,NA,1,0.577383705888775
"22",1,22,"pp_linear",0,0.413397709637802,0.467590002997753,0.51637320480433,0.0273488012934832,0,NA,-0.0169068261454104,0.0396022079681589,0.0935360428300782,0.0278668941558402,0,NA,-0.0773454317909198,-0.0161350935935492,0.0508508629868992,0.034176521959479,2,NA,0.34188043392929,0.370318373730697,0.399814251129434,0.014397673526136,1,NA,1,0.577383705888775
"23",1,23,"pp_linear",0,0.444584569765602,0.504364754679703,0.563875487700357,0.0298155397675199,0,NA,-0.0501842298327656,0.0166262511527547,0.0840707717555429,0.0342012746619803,0,NA,-0.0888055291423899,-0.0200365331779682,0.0485151333498134,0.0346791024532018,2,NA,0.340878927293735,0.370060138298953,0.399399154397501,0.014248867860014,1,NA,1,0.577383705888775
"24",1,24,"pp_linear",0,0.473493976800775,0.527940345342255,0.578101402328577,0.0266651147455051,0,NA,-0.0777036793019743,-0.0161987396515013,0.0497470489272632,0.0323346573078699,0,NA,-0.107675571365459,-0.045360128081343,0.0163509793606205,0.0317328655310425,2,NA,0.339825259201235,0.36917828877886,0.397043124785671,0.0146649285596076,1,NA,1,0.577383705888775
