"","repeat_id","expt","analysis_type","true_base","b_base_lower","b_base_med","b_base_upper","b_base_error","true_sex","b_sex_p_value","b_sex_lower","b_sex_med","b_sex_upper","b_sex_error","true_cond","b_cond_p_value","b_cond_lower","b_cond_med","b_cond_upper","b_cond_error","true_sex_cond","b_sex_cond_p_value","b_sex_cond_lower","b_sex_cond_med","b_sex_cond_upper","b_sex_cond_error","pub_true","pub_method","pp_n","var_pop"
"1",1,1,"pp_linear",0,0.449071121343437,0.514966525986912,0.581148076876862,0.0338984688602291,0,NA,-0.0754954892287155,0.00836476126314998,0.0933750256773473,0.0432738695747417,0,NA,-0.0655068681076469,0.0226866264863142,0.105662089699559,0.0431456547903016,2,NA,0.149095963195058,0.261269371952681,0.367279105831938,0.0566139011006546,1,NA,0,0.56999196738518
"2",1,2,"pp_linear",0,0.412541718440717,0.474326893901972,0.540246607202644,0.032882141545789,0,NA,-0.0714300623417014,0.00885325995052368,0.0896506141027656,0.0401017086346769,0,NA,-0.0449647384828468,0.0326544326831569,0.112648814728662,0.0405366020045977,2,NA,0.217911999351474,0.303443907179736,0.388944343148503,0.0442350880670839,1,NA,1,0.56999196738518
"3",1,3,"pp_linear",0,0.399172752884834,0.454776172631542,0.509462630325019,0.0285596361352293,0,NA,-0.0109445127550906,0.0592712585968432,0.130699182270284,0.0364073492127986,0,NA,-0.0674324093930944,0.000240418177677781,0.0660451073448354,0.0342935874040352,2,NA,0.268269899743691,0.339932507995192,0.4098597269082,0.0357191920866309,1,NA,1,0.56999196738518
"4",1,4,"pp_linear",0,0.472426436406505,0.533750982700237,0.595088988758568,0.0310855821578178,0,NA,-0.0788860836637099,-0.0028642319622635,0.0658948956377369,0.0364261657743359,0,NA,-0.0932610223443942,-0.02166785150253,0.0513546390555808,0.0365078308133339,2,NA,0.299117575788535,0.3601149337208,0.422581587641828,0.0315641947652574,1,NA,1,0.56999196738518
"5",1,5,"pp_linear",0,0.458180130607177,0.519894956799507,0.58315336698372,0.0313674240893922,0,NA,-0.112198859370554,-0.0422188039008755,0.0297060721615599,0.0371272847006664,0,NA,-0.0397773168665992,0.0301527255302517,0.0996133393683373,0.0352329245949606,2,NA,0.301558698110354,0.357607837503103,0.414594210777661,0.0280292003780187,1,NA,1,0.56999196738518
"6",1,6,"pp_linear",0,0.420954847842508,0.485424448739155,0.550223545771634,0.0324904675211248,0,NA,-0.043591821413822,0.0256186832790399,0.0942253476778799,0.0350366076354526,0,NA,-0.0461153777449737,0.0266021970179703,0.0970485310221125,0.0366531782704064,2,NA,0.301842868254002,0.351874856606027,0.403700049807046,0.0261965379280203,1,NA,1,0.56999196738518
"7",1,7,"pp_linear",0,0.401596000844806,0.459345663782771,0.521839458029372,0.0303910600237497,0,NA,-0.0559779262678872,0.0171677686563767,0.0897081870295803,0.0360109755565051,0,NA,-0.0669285562710014,0.00766801691249314,0.0851590647357003,0.0386062598230889,2,NA,0.309033890597001,0.354473451000605,0.401434310707537,0.0250713577815144,1,NA,1,0.56999196738518
"8",1,8,"pp_linear",0,0.414844240255387,0.463742220447972,0.512655809880282,0.0246097471244878,0,NA,-0.0125543415226359,0.0481217097411285,0.108455176461582,0.0311683532173641,0,NA,-0.0524903209836229,0.0050399273021033,0.0651753001045469,0.0293404306984859,2,NA,0.306311047497492,0.347838202027042,0.395487426682528,0.0241030464717164,1,NA,1,0.56999196738518
"9",1,9,"pp_linear",0,0.466618274187434,0.53192728577707,0.594144817346648,0.0317411116904034,0,NA,-0.0827333702317661,-0.0131941000036761,0.0609360601603175,0.0369185837672022,0,NA,-0.0834486726325591,-0.0131503722020167,0.0592431707160895,0.0362534140371445,2,NA,0.306639312691223,0.351127272182916,0.394842792264494,0.0224203833178735,1,NA,1,0.56999196738518
"10",1,10,"pp_linear",0,0.44017324680375,0.495851810048658,0.550789917925378,0.0281109541598755,0,NA,-0.00812443542458382,0.0516383230671654,0.115287223335564,0.0320398873931862,0,NA,-0.0746749799689127,-0.010232743129822,0.0587209172203357,0.0345123590544424,2,NA,0.317967382079304,0.359586597846535,0.40020350946676,0.0204772360960742,1,NA,1,0.56999196738518
